,id,name,type,variable,year,PopDensity,Area_1,Area_2
864312,0500000US20073,"Greenwood County, Kansas",county,density,2018,5.3839999999999995,Greenwood County,Kansas
864315,0500000US20099,"Labette County, Kansas",county,density,2018,31.561999999999998,Labette County,Kansas
864318,0500000US20107,"Linn County, Kansas",county,density,2018,16.219,Linn County,Kansas
864321,0500000US20173,"Sedgwick County, Kansas",county,density,2018,513.341,Sedgwick County,Kansas
864324,0500000US20175,"Seward County, Kansas",county,density,2018,35.484,Seward County,Kansas
864327,0500000US20157,"Republic County, Kansas",county,density,2018,6.532,Republic County,Kansas
864330,0500000US20065,"Graham County, Kansas",county,density,2018,2.832,Graham County,Kansas
864333,0500000US20091,"Johnson County, Kansas",county,density,2018,1236.868,Johnson County,Kansas
864336,0500000US20045,"Douglas County, Kansas",county,density,2018,261.73900000000003,Douglas County,Kansas
864339,0500000US20179,"Sheridan County, Kansas",county,density,2018,2.7969999999999997,Sheridan County,Kansas
864342,0500000US20121,"Miami County, Kansas",county,density,2018,57.54600000000001,Miami County,Kansas
864345,0500000US20069,"Gray County, Kansas",county,density,2018,6.9479999999999995,Gray County,Kansas
864348,0500000US20199,"Wallace County, Kansas",county,density,2018,1.724,Wallace County,Kansas
864351,0500000US20189,"Stevens County, Kansas",county,density,2018,7.818,Stevens County,Kansas
864354,0500000US20201,"Washington County, Kansas",county,density,2018,6.175,Washington County,Kansas
864357,0500000US20019,"Chautauqua County, Kansas",county,density,2018,5.27,Chautauqua County,Kansas
864360,0500000US20129,"Morton County, Kansas",county,density,2018,3.889,Morton County,Kansas
864363,0500000US20155,"Reno County, Kansas",county,density,2018,50.266000000000005,Reno County,Kansas
864366,0500000US20029,"Cloud County, Kansas",county,density,2018,12.665,Cloud County,Kansas
864369,0500000US20171,"Scott County, Kansas",county,density,2018,6.897,Scott County,Kansas
864372,0500000US20043,"Doniphan County, Kansas",county,density,2018,19.664,Doniphan County,Kansas
864375,0500000US20081,"Haskell County, Kansas",county,density,2018,7.007999999999999,Haskell County,Kansas
864378,0500000US20101,"Lane County, Kansas",county,density,2018,2.289,Lane County,Kansas
864381,0500000US20133,"Neosho County, Kansas",county,density,2018,28.217,Neosho County,Kansas
864384,0500000US20013,"Brown County, Kansas",county,density,2018,16.928,Brown County,Kansas
864387,0500000US20147,"Phillips County, Kansas",county,density,2018,6.105,Phillips County,Kansas
864390,0500000US20161,"Riley County, Kansas",county,density,2018,123.48200000000001,Riley County,Kansas
864393,0500000US20039,"Decatur County, Kansas",county,density,2018,3.2239999999999998,Decatur County,Kansas
864396,0500000US20087,"Jefferson County, Kansas",county,density,2018,35.466,Jefferson County,Kansas
864399,0500000US21031,"Butler County, Kentucky",county,density,2018,29.912,Butler County,Kentucky
864402,0500000US21061,"Edmonson County, Kentucky",county,density,2018,40.022,Edmonson County,Kentucky
864405,0500000US21097,"Harrison County, Kentucky",county,density,2018,60.934,Harrison County,Kentucky
864408,0500000US21023,"Bracken County, Kentucky",county,density,2018,40.396,Bracken County,Kentucky
864411,0500000US21143,"Lyon County, Kentucky",county,density,2018,38.281,Lyon County,Kentucky
864414,0500000US21063,"Elliott County, Kentucky",county,density,2018,32.080999999999996,Elliott County,Kentucky
864417,0500000US21111,"Jefferson County, Kentucky",county,density,2018,2016.616,Jefferson County,Kentucky
864420,0500000US21123,"Larue County, Kentucky",county,density,2018,54.13,Larue County,Kentucky
864423,0500000US21161,"Mason County, Kentucky",county,density,2018,71.433,Mason County,Kentucky
864426,0500000US21167,"Mercer County, Kentucky",county,density,2018,86.48,Mercer County,Kentucky
864429,0500000US21201,"Robertson County, Kentucky",county,density,2018,21.449,Robertson County,Kentucky
864432,0500000US21207,"Russell County, Kentucky",county,density,2018,70.016,Russell County,Kentucky
864435,0500000US21229,"Washington County, Kentucky",county,density,2018,40.431999999999995,Washington County,Kentucky
864438,0500000US21007,"Ballard County, Kentucky",county,density,2018,32.798,Ballard County,Kentucky
864441,0500000US21009,"Barren County, Kentucky",county,density,2018,89.59299999999999,Barren County,Kentucky
864444,0500000US21087,"Green County, Kentucky",county,density,2018,38.537,Green County,Kentucky
864447,0500000US21091,"Hancock County, Kentucky",county,density,2018,46.464,Hancock County,Kentucky
864450,0500000US21159,"Martin County, Kentucky",county,density,2018,51.911,Martin County,Kentucky
864453,0500000US21093,"Hardin County, Kentucky",county,density,2018,173.43,Hardin County,Kentucky
864456,0500000US21149,"McLean County, Kentucky",county,density,2018,36.958,McLean County,Kentucky
864459,0500000US21183,"Ohio County, Kentucky",county,density,2018,40.988,Ohio County,Kentucky
864462,0500000US21197,"Powell County, Kentucky",county,density,2018,68.84,Powell County,Kentucky
864465,0500000US21233,"Webster County, Kentucky",county,density,2018,39.63,Webster County,Kentucky
864468,0500000US21033,"Caldwell County, Kentucky",county,density,2018,36.912,Caldwell County,Kentucky
864471,0500000US21045,"Casey County, Kentucky",county,density,2018,35.558,Casey County,Kentucky
864474,0500000US21047,"Christian County, Kentucky",county,density,2018,100.715,Christian County,Kentucky
864477,0500000US21085,"Grayson County, Kentucky",county,density,2018,52.70399999999999,Grayson County,Kentucky
864480,0500000US21103,"Henry County, Kentucky",county,density,2018,55.24,Henry County,Kentucky
864483,0500000US21107,"Hopkins County, Kentucky",county,density,2018,84.25200000000001,Hopkins County,Kentucky
864486,0500000US21109,"Jackson County, Kentucky",county,density,2018,38.74,Jackson County,Kentucky
864489,0500000US21125,"Laurel County, Kentucky",county,density,2018,138.679,Laurel County,Kentucky
864492,0500000US21157,"Marshall County, Kentucky",county,density,2018,103.455,Marshall County,Kentucky
864495,0500000US21163,"Meade County, Kentucky",county,density,2018,92.743,Meade County,Kentucky
864498,0500000US21173,"Montgomery County, Kentucky",county,density,2018,140.648,Montgomery County,Kentucky
864501,0500000US21181,"Nicholas County, Kentucky",county,density,2018,36.378,Nicholas County,Kentucky
864504,0500000US21185,"Oldham County, Kentucky",county,density,2018,349.186,Oldham County,Kentucky
864507,0500000US21187,"Owen County, Kentucky",county,density,2018,30.592,Owen County,Kentucky
864510,0500000US21203,"Rockcastle County, Kentucky",county,density,2018,53.158,Rockcastle County,Kentucky
864513,0500000US21209,"Scott County, Kentucky",county,density,2018,189.93400000000003,Scott County,Kentucky
864516,0500000US21227,"Warren County, Kentucky",county,density,2018,233.43200000000002,Warren County,Kentucky
864519,0500000US21003,"Allen County, Kentucky",county,density,2018,60.388000000000005,Allen County,Kentucky
864522,0500000US21017,"Bourbon County, Kentucky",county,density,2018,69.529,Bourbon County,Kentucky
864525,0500000US21019,"Boyd County, Kentucky",county,density,2018,300.824,Boyd County,Kentucky
864528,0500000US21029,"Bullitt County, Kentucky",county,density,2018,267.541,Bullitt County,Kentucky
864531,0500000US21055,"Crittenden County, Kentucky",county,density,2018,25.234,Crittenden County,Kentucky
864534,0500000US21067,"Fayette County, Kentucky",county,density,2018,1123.69,Fayette County,Kentucky
864537,0500000US21075,"Fulton County, Kentucky",county,density,2018,30.218000000000004,Fulton County,Kentucky
864540,0500000US21115,"Johnson County, Kentucky",county,density,2018,87.20299999999999,Johnson County,Kentucky
864543,0500000US21165,"Menifee County, Kentucky",county,density,2018,31.461,Menifee County,Kentucky
864546,0500000US21051,"Clay County, Kentucky",county,density,2018,43.945,Clay County,Kentucky
864549,0500000US21175,"Morgan County, Kentucky",county,density,2018,34.857,Morgan County,Kentucky
864552,0500000US21193,"Perry County, Kentucky",county,density,2018,79.245,Perry County,Kentucky
864555,0500000US21237,"Wolfe County, Kentucky",county,density,2018,32.510999999999996,Wolfe County,Kentucky
864558,0500000US21013,"Bell County, Kentucky",county,density,2018,75.733,Bell County,Kentucky
864561,0500000US21025,"Breathitt County, Kentucky",county,density,2018,26.636,Breathitt County,Kentucky
864564,0500000US21083,"Graves County, Kentucky",county,density,2018,67.593,Graves County,Kentucky
864567,0500000US21099,"Hart County, Kentucky",county,density,2018,45.202,Hart County,Kentucky
864570,0500000US21231,"Wayne County, Kentucky",county,density,2018,44.981,Wayne County,Kentucky
864573,0500000US21155,"Marion County, Kentucky",county,density,2018,56.068999999999996,Marion County,Kentucky
864576,0500000US21221,"Trigg County, Kentucky",county,density,2018,32.494,Trigg County,Kentucky
864579,0500000US21015,"Boone County, Kentucky",county,density,2018,524.011,Boone County,Kentucky
864582,0500000US21131,"Leslie County, Kentucky",county,density,2018,26.125,Leslie County,Kentucky
864585,0500000US21121,"Knox County, Kentucky",county,density,2018,81.458,Knox County,Kentucky
864588,0500000US21127,"Lawrence County, Kentucky",county,density,2018,37.977,Lawrence County,Kentucky
864591,0500000US21139,"Livingston County, Kentucky",county,density,2018,29.581999999999997,Livingston County,Kentucky
864594,0500000US21195,"Pike County, Kentucky",county,density,2018,76.869,Pike County,Kentucky
864597,0500000US21211,"Shelby County, Kentucky",county,density,2018,123.23899999999999,Shelby County,Kentucky
864600,0500000US21005,"Anderson County, Kentucky",county,density,2018,110.06200000000001,Anderson County,Kentucky
864603,0500000US21027,"Breckinridge County, Kentucky",county,density,2018,35.404,Breckinridge County,Kentucky
864606,0500000US21073,"Franklin County, Kentucky",county,density,2018,242.10299999999998,Franklin County,Kentucky
864609,0500000US21117,"Kenton County, Kentucky",county,density,2018,1027.6960000000001,Kenton County,Kentucky
864612,0500000US21151,"Madison County, Kentucky",county,density,2018,205.12599999999998,Madison County,Kentucky
864615,0500000US21153,"Magoffin County, Kentucky",county,density,2018,41.06399999999999,Magoffin County,Kentucky
864618,0500000US21189,"Owsley County, Kentucky",county,density,2018,22.608,Owsley County,Kentucky
864621,0500000US21213,"Simpson County, Kentucky",county,density,2018,77.125,Simpson County,Kentucky
864624,0500000US21217,"Taylor County, Kentucky",county,density,2018,95.74700000000001,Taylor County,Kentucky
864627,0500000US21219,"Todd County, Kentucky",county,density,2018,32.978,Todd County,Kentucky
864630,0500000US21039,"Carlisle County, Kentucky",county,density,2018,25.555,Carlisle County,Kentucky
864633,0500000US21053,"Clinton County, Kentucky",county,density,2018,51.768,Clinton County,Kentucky
864636,0500000US21077,"Gallatin County, Kentucky",county,density,2018,85.969,Gallatin County,Kentucky
864639,0500000US21079,"Garrard County, Kentucky",county,density,2018,75.314,Garrard County,Kentucky
864642,0500000US21069,"Fleming County, Kentucky",county,density,2018,41.542,Fleming County,Kentucky
864645,0500000US21037,"Campbell County, Kentucky",county,density,2018,609.795,Campbell County,Kentucky
864648,0500000US22113,"Vermilion Parish, Louisiana",county,density,2018,51.028999999999996,Vermilion Parish,Louisiana
864651,0500000US22089,"St. Charles Parish, Louisiana",county,density,2018,188.919,St. Charles Parish,Louisiana
864654,0500000US22029,"Concordia Parish, Louisiana",county,density,2018,28.728,Concordia Parish,Louisiana
864657,0500000US22107,"Tensas Parish, Louisiana",county,density,2018,7.7410000000000005,Tensas Parish,Louisiana
864660,0500000US22093,"St. James Parish, Louisiana",county,density,2018,88.421,St. James Parish,Louisiana
864663,0500000US22043,"Grant Parish, Louisiana",county,density,2018,34.754,Grant Parish,Louisiana
864666,0500000US22051,"Jefferson Parish, Louisiana",county,density,2018,1472.44,Jefferson Parish,Louisiana
864669,0500000US22013,"Bienville Parish, Louisiana",county,density,2018,16.848,Bienville Parish,Louisiana
864672,0500000US22015,"Bossier Parish, Louisiana",county,density,2018,150.14600000000002,Bossier Parish,Louisiana
864675,0500000US22023,"Cameron Parish, Louisiana",county,density,2018,5.345,Cameron Parish,Louisiana
864678,0500000US22037,"East Feliciana Parish, Louisiana",county,density,2018,43.005,East Feliciana Parish,Louisiana
864681,0500000US22095,"St. John the Baptist Parish, Louisiana",county,density,2018,203.90400000000002,St. John the Baptist Parish,Louisiana
864684,0500000US22075,"Plaquemines Parish, Louisiana",county,density,2018,29.969,Plaquemines Parish,Louisiana
864687,0500000US22073,"Ouachita Parish, Louisiana",county,density,2018,255.69,Ouachita Parish,Louisiana
864690,0500000US22079,"Rapides Parish, Louisiana",county,density,2018,99.81,Rapides Parish,Louisiana
864693,0500000US22117,"Washington Parish, Louisiana",county,density,2018,69.388,Washington Parish,Louisiana
864696,0500000US22097,"St. Landry Parish, Louisiana",county,density,2018,90.325,St. Landry Parish,Louisiana
864699,0500000US22105,"Tangipahoa Parish, Louisiana",county,density,2018,164.929,Tangipahoa Parish,Louisiana
864702,0500000US22001,"Acadia Parish, Louisiana",county,density,2018,95.506,Acadia Parish,Louisiana
864705,0500000US22101,"St. Mary Parish, Louisiana",county,density,2018,93.15100000000001,St. Mary Parish,Louisiana
864708,0500000US22123,"West Carroll Parish, Louisiana",county,density,2018,31.086,West Carroll Parish,Louisiana
864711,0500000US22103,"St. Tammany Parish, Louisiana",county,density,2018,298.14099999999996,St. Tammany Parish,Louisiana
864714,0500000US22111,"Union Parish, Louisiana",county,density,2018,25.627,Union Parish,Louisiana
864717,0500000US22021,"Caldwell Parish, Louisiana",county,density,2018,18.881,Caldwell Parish,Louisiana
864720,0500000US22055,"Lafayette Parish, Louisiana",county,density,2018,893.4630000000001,Lafayette Parish,Louisiana
864723,0500000US22017,"Caddo Parish, Louisiana",county,density,2018,282.698,Caddo Parish,Louisiana
864726,0500000US22035,"East Carroll Parish, Louisiana",county,density,2018,17.174,East Carroll Parish,Louisiana
864729,0500000US22005,"Ascension Parish, Louisiana",county,density,2018,417.876,Ascension Parish,Louisiana
864732,0500000US22045,"Iberia Parish, Louisiana",county,density,2018,126.615,Iberia Parish,Louisiana
864735,0500000US22087,"St. Bernard Parish, Louisiana",county,density,2018,121.038,St. Bernard Parish,Louisiana
864738,0500000US22091,"St. Helena Parish, Louisiana",county,density,2018,25.491999999999997,St. Helena Parish,Louisiana
864741,0500000US22121,"West Baton Rouge Parish, Louisiana",county,density,2018,134.411,West Baton Rouge Parish,Louisiana
864744,0500000US22031,"De Soto Parish, Louisiana",county,density,2018,31.083000000000002,De Soto Parish,Louisiana
864747,0500000US22081,"Red River Parish, Louisiana",county,density,2018,22.149,Red River Parish,Louisiana
864750,0500000US22063,"Livingston Parish, Louisiana",county,density,2018,213.079,Livingston Parish,Louisiana
864753,0500000US22069,"Natchitoches Parish, Louisiana",county,density,2018,31.114,Natchitoches Parish,Louisiana
864756,0500000US22071,"Orleans Parish, Louisiana",county,density,2018,2299.854,Orleans Parish,Louisiana
864759,0500000US22025,"Catahoula Parish, Louisiana",county,density,2018,13.972999999999999,Catahoula Parish,Louisiana
864762,0500000US22019,"Calcasieu Parish, Louisiana",county,density,2018,188.201,Calcasieu Parish,Louisiana
864765,0500000US22041,"Franklin Parish, Louisiana",county,density,2018,32.537,Franklin Parish,Louisiana
864768,0500000US22007,"Assumption Parish, Louisiana",county,density,2018,67.071,Assumption Parish,Louisiana
864771,0500000US22049,"Jackson Parish, Louisiana",county,density,2018,27.98,Jackson Parish,Louisiana
864774,0500000US22083,"Richland Parish, Louisiana",county,density,2018,36.623000000000005,Richland Parish,Louisiana
864777,0500000US22099,"St. Martin Parish, Louisiana",county,density,2018,72.869,St. Martin Parish,Louisiana
864780,0500000US22127,"Winn Parish, Louisiana",county,density,2018,15.255,Winn Parish,Louisiana
864783,0500000US22033,"East Baton Rouge Parish, Louisiana",county,density,2018,975.23,East Baton Rouge Parish,Louisiana
864786,0500000US22003,"Allen Parish, Louisiana",county,density,2018,33.683,Allen Parish,Louisiana
864789,0500000US22065,"Madison Parish, Louisiana",county,density,2018,18.372,Madison Parish,Louisiana
864792,0500000US23017,"Oxford County, Maine",county,density,2018,27.601999999999997,Oxford County,Maine
864795,0500000US23027,"Waldo County, Maine",county,density,2018,54.003,Waldo County,Maine
864798,0500000US23019,"Penobscot County, Maine",county,density,2018,44.666000000000004,Penobscot County,Maine
864801,0500000US23001,"Androscoggin County, Maine",county,density,2018,229.61700000000002,Androscoggin County,Maine
864804,0500000US23003,"Aroostook County, Maine",county,density,2018,10.232999999999999,Aroostook County,Maine
864807,0500000US23005,"Cumberland County, Maine",county,density,2018,348.336,Cumberland County,Maine
864810,0500000US23013,"Knox County, Maine",county,density,2018,109.064,Knox County,Maine
864813,0500000US23031,"York County, Maine",county,density,2018,205.00599999999997,York County,Maine
864816,0500000US23007,"Franklin County, Maine",county,density,2018,17.694000000000003,Franklin County,Maine
864819,0500000US23025,"Somerset County, Maine",county,density,2018,12.922,Somerset County,Maine
864822,0500000US24047,"Worcester County, Maryland",county,density,2018,110.113,Worcester County,Maryland
864825,0500000US24510,"Baltimore city, Maryland",county,density,2018,7594.166,Baltimore city,Maryland
864828,0500000US24041,"Talbot County, Maryland",county,density,2018,138.569,Talbot County,Maryland
864831,0500000US24025,"Harford County, Maryland",county,density,2018,574.311,Harford County,Maryland
864834,0500000US24027,"Howard County, Maryland",county,density,2018,1257.58,Howard County,Maryland
864837,0500000US24003,"Anne Arundel County, Maryland",county,density,2018,1368.266,Anne Arundel County,Maryland
864840,0500000US24005,"Baltimore County, Maryland",county,density,2018,1383.29,Baltimore County,Maryland
864843,0500000US24009,"Calvert County, Maryland",county,density,2018,427.31,Calvert County,Maryland
864846,0500000US24023,"Garrett County, Maryland",county,density,2018,45.396,Garrett County,Maryland
864849,0500000US24031,"Montgomery County, Maryland",county,density,2018,2117.3,Montgomery County,Maryland
864852,0500000US24013,"Carroll County, Maryland",county,density,2018,374.272,Carroll County,Maryland
864855,0500000US24035,"Queen Anne's County, Maryland",county,density,2018,132.708,Queen Anne's County,Maryland
864858,0500000US24037,"St. Mary's County, Maryland",county,density,2018,312.254,St. Mary's County,Maryland
864861,0500000US24017,"Charles County, Maryland",county,density,2018,344.449,Charles County,Maryland
864864,0500000US24019,"Dorchester County, Maryland",county,density,2018,59.658,Dorchester County,Maryland
864867,0500000US24043,"Washington County, Maryland",county,density,2018,327.256,Washington County,Maryland
864870,0500000US24045,"Wicomico County, Maryland",county,density,2018,272.86400000000003,Wicomico County,Maryland
864873,0500000US24015,"Cecil County, Maryland",county,density,2018,296.058,Cecil County,Maryland
864876,0500000US24011,"Caroline County, Maryland",county,density,2018,102.921,Caroline County,Maryland
864879,0500000US25025,"Suffolk County, Massachusetts",county,density,2018,13614.921999999999,Suffolk County,Massachusetts
864882,0500000US25001,"Barnstable County, Massachusetts",county,density,2018,542.742,Barnstable County,Massachusetts
864885,0500000US25007,"Dukes County, Massachusetts",county,density,2018,167.688,Dukes County,Massachusetts
864888,0500000US25017,"Middlesex County, Massachusetts",county,density,2018,1950.55,Middlesex County,Massachusetts
864891,0500000US25003,"Berkshire County, Massachusetts",county,density,2018,137.381,Berkshire County,Massachusetts
864894,0500000US25009,"Essex County, Massachusetts",county,density,2018,1585.6329999999998,Essex County,Massachusetts
864897,0500000US25005,"Bristol County, Massachusetts",county,density,2018,1010.503,Bristol County,Massachusetts
864900,0500000US25013,"Hampden County, Massachusetts",county,density,2018,760.145,Hampden County,Massachusetts
864903,0500000US25023,"Plymouth County, Massachusetts",county,density,2018,777.051,Plymouth County,Massachusetts
864906,0500000US25011,"Franklin County, Massachusetts",county,density,2018,101.434,Franklin County,Massachusetts
864909,0500000US25021,"Norfolk County, Massachusetts",county,density,2018,1762.786,Norfolk County,Massachusetts
864912,0500000US25015,"Hampshire County, Massachusetts",county,density,2018,305.656,Hampshire County,Massachusetts
864915,0500000US25019,"Nantucket County, Massachusetts",county,density,2018,246.854,Nantucket County,Massachusetts
864918,0500000US26115,"Monroe County, Michigan",county,density,2018,272.48,Monroe County,Michigan
864921,0500000US26005,"Allegan County, Michigan",county,density,2018,139.658,Allegan County,Michigan
864924,0500000US26059,"Hillsdale County, Michigan",county,density,2018,76.622,Hillsdale County,Michigan
864927,0500000US26003,"Alger County, Michigan",county,density,2018,10.047,Alger County,Michigan
864930,0500000US26127,"Oceana County, Michigan",county,density,2018,51.589,Oceana County,Michigan
864933,0500000US26089,"Leelanau County, Michigan",county,density,2018,62.33,Leelanau County,Michigan
864936,0500000US26035,"Clare County, Michigan",county,density,2018,54.253,Clare County,Michigan
864939,0500000US26083,"Keweenaw County, Michigan",county,density,2018,3.944,Keweenaw County,Michigan
864942,0500000US26073,"Isabella County, Michigan",county,density,2018,123.586,Isabella County,Michigan
864945,0500000US26139,"Ottawa County, Michigan",county,density,2018,504.082,Ottawa County,Michigan
864948,0500000US26157,"Tuscola County, Michigan",county,density,2018,66.303,Tuscola County,Michigan
864951,0500000US26007,"Alpena County, Michigan",county,density,2018,50.033,Alpena County,Michigan
864954,0500000US26067,"Ionia County, Michigan",county,density,2018,112.33200000000001,Ionia County,Michigan
864957,0500000US26111,"Midland County, Michigan",county,density,2018,161.528,Midland County,Michigan
864960,0500000US26021,"Berrien County, Michigan",county,density,2018,272.66900000000004,Berrien County,Michigan
864963,0500000US26135,"Oscoda County, Michigan",county,density,2018,14.630999999999998,Oscoda County,Michigan
864966,0500000US26039,"Crawford County, Michigan",county,density,2018,24.872,Crawford County,Michigan
864969,0500000US26037,"Clinton County, Michigan",county,density,2018,137.526,Clinton County,Michigan
864972,0500000US26057,"Gratiot County, Michigan",county,density,2018,72.242,Gratiot County,Michigan
864975,0500000US26063,"Huron County, Michigan",county,density,2018,37.744,Huron County,Michigan
864978,0500000US26091,"Lenawee County, Michigan",county,density,2018,131.377,Lenawee County,Michigan
864981,0500000US26105,"Mason County, Michigan",county,density,2018,58.343,Mason County,Michigan
864984,0500000US26117,"Montcalm County, Michigan",county,density,2018,89.60700000000001,Montcalm County,Michigan
864987,0500000US26149,"St. Joseph County, Michigan",county,density,2018,121.65,St. Joseph County,Michigan
864990,0500000US26147,"St. Clair County, Michigan",county,density,2018,221.26,St. Clair County,Michigan
864993,0500000US26161,"Washtenaw County, Michigan",county,density,2018,518.384,Washtenaw County,Michigan
864996,0500000US26011,"Arenac County, Michigan",county,density,2018,41.755,Arenac County,Michigan
864999,0500000US26027,"Cass County, Michigan",county,density,2018,105.007,Cass County,Michigan
865002,0500000US26071,"Iron County, Michigan",county,density,2018,9.615,Iron County,Michigan
865005,0500000US26143,"Roscommon County, Michigan",county,density,2018,45.95,Roscommon County,Michigan
865008,0500000US26163,"Wayne County, Michigan",county,density,2018,2877.698,Wayne County,Michigan
865011,0500000US26023,"Branch County, Michigan",county,density,2018,86.072,Branch County,Michigan
865014,0500000US26075,"Jackson County, Michigan",county,density,2018,226.48,Jackson County,Michigan
865017,0500000US26097,"Mackinac County, Michigan",county,density,2018,10.589,Mackinac County,Michigan
865020,0500000US26009,"Antrim County, Michigan",county,density,2018,48.722,Antrim County,Michigan
865023,0500000US26061,"Houghton County, Michigan",county,density,2018,36.032,Houghton County,Michigan
865026,0500000US26069,"Iosco County, Michigan",county,density,2018,45.979,Iosco County,Michigan
865029,0500000US26085,"Lake County, Michigan",county,density,2018,20.733,Lake County,Michigan
865032,0500000US26119,"Montmorency County, Michigan",county,density,2018,16.941,Montmorency County,Michigan
865035,0500000US26141,"Presque Isle County, Michigan",county,density,2018,19.427,Presque Isle County,Michigan
865038,0500000US26077,"Kalamazoo County, Michigan",county,density,2018,465.715,Kalamazoo County,Michigan
865041,0500000US26107,"Mecosta County, Michigan",county,density,2018,77.943,Mecosta County,Michigan
865044,0500000US26103,"Marquette County, Michigan",county,density,2018,37.016,Marquette County,Michigan
865047,0500000US26123,"Newaygo County, Michigan",county,density,2018,59.2,Newaygo County,Michigan
865050,0500000US26133,"Osceola County, Michigan",county,density,2018,41.018,Osceola County,Michigan
865053,0500000US26137,"Otsego County, Michigan",county,density,2018,47.375,Otsego County,Michigan
865056,0500000US26025,"Calhoun County, Michigan",county,density,2018,190.40900000000002,Calhoun County,Michigan
865059,0500000US26031,"Cheboygan County, Michigan",county,density,2018,35.592,Cheboygan County,Michigan
865062,0500000US26095,"Luce County, Michigan",county,density,2018,7.077999999999999,Luce County,Michigan
865065,0500000US26081,"Kent County, Michigan",county,density,2018,759.362,Kent County,Michigan
865068,0500000US26099,"Macomb County, Michigan",county,density,2018,1812.733,Macomb County,Michigan
865071,0500000US26017,"Bay County, Michigan",county,density,2018,236.91,Bay County,Michigan
865074,0500000US26145,"Saginaw County, Michigan",county,density,2018,240.938,Saginaw County,Michigan
865077,0500000US26155,"Shiawassee County, Michigan",county,density,2018,129.069,Shiawassee County,Michigan
865080,0500000US26013,"Baraga County, Michigan",county,density,2018,9.471,Baraga County,Michigan
865083,0500000US26029,"Charlevoix County, Michigan",county,density,2018,62.975,Charlevoix County,Michigan
865086,0500000US26045,"Eaton County, Michigan",county,density,2018,189.77700000000002,Eaton County,Michigan
865089,0500000US26041,"Delta County, Michigan",county,density,2018,30.903000000000002,Delta County,Michigan
865092,0500000US26053,"Gogebic County, Michigan",county,density,2018,13.989,Gogebic County,Michigan
865095,0500000US26047,"Emmet County, Michigan",county,density,2018,70.673,Emmet County,Michigan
865098,0500000US05147,"Woodruff County, Arkansas",county,density,2018,11.35,Woodruff County,Arkansas
865101,0500000US05023,"Cleburne County, Arkansas",county,density,2018,45.567,Cleburne County,Arkansas
865104,0500000US05025,"Cleveland County, Arkansas",county,density,2018,13.761,Cleveland County,Arkansas
865107,0500000US05067,"Jackson County, Arkansas",county,density,2018,27.171,Jackson County,Arkansas
865110,0500000US05057,"Hempstead County, Arkansas",county,density,2018,30.264,Hempstead County,Arkansas
865113,0500000US05135,"Sharp County, Arkansas",county,density,2018,28.195999999999998,Sharp County,Arkansas
865116,0500000US05137,"Stone County, Arkansas",county,density,2018,20.524,Stone County,Arkansas
865119,0500000US05143,"Washington County, Arkansas",county,density,2018,242.608,Washington County,Arkansas
865122,0500000US05005,"Baxter County, Arkansas",county,density,2018,74.36399999999999,Baxter County,Arkansas
865125,0500000US05003,"Ashley County, Arkansas",county,density,2018,22.194000000000003,Ashley County,Arkansas
865128,0500000US05031,"Craighead County, Arkansas",county,density,2018,149.463,Craighead County,Arkansas
865131,0500000US05055,"Greene County, Arkansas",county,density,2018,77.243,Greene County,Arkansas
865134,0500000US05073,"Lafayette County, Arkansas",county,density,2018,13.09,Lafayette County,Arkansas
865137,0500000US05105,"Perry County, Arkansas",county,density,2018,18.72,Perry County,Arkansas
865140,0500000US05107,"Phillips County, Arkansas",county,density,2018,27.361,Phillips County,Arkansas
865143,0500000US05111,"Poinsett County, Arkansas",county,density,2018,31.717,Poinsett County,Arkansas
865146,0500000US05133,"Sevier County, Arkansas",county,density,2018,30.423000000000002,Sevier County,Arkansas
865149,0500000US05149,"Yell County, Arkansas",county,density,2018,23.197,Yell County,Arkansas
865152,0500000US05013,"Calhoun County, Arkansas",county,density,2018,8.276,Calhoun County,Arkansas
865155,0500000US05019,"Clark County, Arkansas",county,density,2018,25.846999999999998,Clark County,Arkansas
865158,0500000US05011,"Bradley County, Arkansas",county,density,2018,16.863,Bradley County,Arkansas
865161,0500000US05095,"Monroe County, Arkansas",county,density,2018,11.94,Monroe County,Arkansas
865164,0500000US05113,"Polk County, Arkansas",county,density,2018,23.509,Polk County,Arkansas
865167,0500000US05103,"Ouachita County, Arkansas",county,density,2018,32.896,Ouachita County,Arkansas
865170,0500000US05101,"Newton County, Arkansas",county,density,2018,9.56,Newton County,Arkansas
865173,0500000US05081,"Little River County, Arkansas",county,density,2018,23.329,Little River County,Arkansas
865176,0500000US05015,"Carroll County, Arkansas",county,density,2018,44.25899999999999,Carroll County,Arkansas
865179,0500000US05091,"Miller County, Arkansas",county,density,2018,69.95,Miller County,Arkansas
865182,0500000US06033,"Lake County, California",county,density,2018,51.053999999999995,Lake County,California
865185,0500000US06043,"Mariposa County, California",county,density,2018,12.106,Mariposa County,California
865188,0500000US06115,"Yuba County, California",county,density,2018,119.48100000000001,Yuba County,California
865191,0500000US06013,"Contra Costa County, California",county,density,2018,1582.886,Contra Costa County,California
865194,0500000US06035,"Lassen County, California",county,density,2018,6.867000000000001,Lassen County,California
865197,0500000US06083,"Santa Barbara County, California",county,density,2018,162.239,Santa Barbara County,California
865200,0500000US06097,"Sonoma County, California",county,density,2018,318.125,Sonoma County,California
